発話文	応答文	xの場合x	(理由？なくても)
湯葉たべったい	湯葉って食べたことない		
今日はあったかい白玉だ	あったかい白玉は美味しいのか？		
カモミールは札束を握りしめ		Ｘ	
浅草メンチの肉汁やばい	浅草メンチってのがあるのね		
ワタシもハフハフしながら焼き芋食べたーい	焼き芋おいしいからあげないよー		
プリクラ撮ると唇がピンク色になるからタラコくっついてるみたいになる		Ｘ	
めうの焼け焦げたベーコン食べるめう		Ｘ	
崎陽軒のシュウマイのシュウマイだけをがっつり食べたい	グリーンピースも食べなさい		
スコーン回ってきてうっ		Ｘ	
赤飯炊いて待ってます	お祝い事かな？		
ターキーの貯蔵は十分です		Ｘ	
もう恥ずかしくてコンビニでフランクフルトも買えない	えーなにをやらかしたの？		
カフェラテの良い香りがチキン南蛮の匂いで台無しです	一緒に食べてる君が悪いよ		
朝ごはんはさばと卵焼きにしました	これぞ日本人の朝ごはん！		
パウンドケーキの表面じゃないような		Ｘ	
福岡の土産はからすみで良いです	私はらーめんがよいです		
時間が無いときは温めた豆乳を啜っている	私は朝バナナですかね		
キウイの量がハンパない	キウイめっちゃ食べたい！！		
目玉焼きの裏の焦げがバサバサしててどうも苦手なんだ	焦がさないコツ教えてあげようか		
昆布の単語で塩昆布食べたくなってしまった	塩昆布で炊き込みご飯たくといいよ		
明日から...ていうか今日からエリンギ食べる	なに？ダイエットですか		
キッシュを習って多分料理の腕を上げた	私も料理の腕あげたいです		
鰯のつみれを作ってみた	手作りのつみれ最高だね		
チーズもいいけど普通に少しめんつゆ足しても美味い	チーズかければ何でもうまいって誰かいってました		
初めて太刀魚を釣りました	太刀魚の釣り上げる瞬間はいいですか		
このアカウントはホモと百合とエロのごった煮だ		Ｘ	
里芋のグラタン絶対美味しい	里芋は入れないでほしい		
久しぶりにスコーン作った	スコーン手作りなんてすごい		
アンチョビの寝そべりぬいぐるみ超欲しい	寝そべりぬいぐるみ何がいいの？		
冷たいドリンクやメニューがないという噂をききました	あったかい物しかないんですね		
鯵を開始しました	鯵が時期なんですね		
テストお疲れってドーナツくれた	やさしい人ですね		
全てステータスMAXのイチゴは壮観だった	一体いくらするんでしょう		
飲めない人がウーロン茶頼んだら	飲めない人はコーラとかじゃなくていいの		
釣れたてのアオリイカ美味しいすぎるでしょ	やっぱ鮮度は大事ね		
キムチにごま油かけるとうまい	え！明日絶対やる		
白米食べて元気出せ	わかりました。白米炊きますか		
超馬刺し食べたくて口の中がザワザワしてる	そんなこと言われたら私も食べたくなっちゃうじゃん		
スープもすべて飲み干せと言ってるだろう	飲み干すのは体に悪いですよー		
ドトールのソフトクリームが美味しすぎて感動が止まらない	そんなに美味しいの？		
終鳴さんが淹れるお茶はなぜあんなに美味しいのでしょう		Ｘ	
メープル超合金かっ		Ｘ	
パセリがすごい勢いで育つんです	じぶんでパセリ育てているんですね		
一緒に炊く玄米もある		Ｘ	
ニンニクの匂いするとテンション上がる	二郎とか好きなんですか		
白菜とひき肉の重ね煮	白菜の甘味っていいですよね		
玉葱のスープってなんでこんなに美味しいんだ	玉ねぎは煮込むと甘くなります		
酢豚とか小籠包の黒酢好きだからすごく美味しかった		Ｘ	
寝れなくてミルクたっぷりのチャイをいただきます	落ち着くときはチャイとかホットミルクですよね		
学校でマドレーヌ作った	絶対楽しいですね		
おかずなしで米だけで食べてたら2合食べてた	米だけでそんなに食べるのは病気ですよ		
芋煮っぽさを排除したらこうなりました		Ｘ	
こんな時間にかき氷が食べたすぎてたまらん	身体冷やしちゃいますよ		
夕飯の献立考えながらオリーブの実つまみ食いしてる	オリーブの実って美味しいんですか		
もぉ鶏肉食べたい	から揚げ食べたい的な？		
前者はさつま揚げとは違います		Ｘ	
朝から揚げ物の匂いを充満させてる	朝から揚げ物はその一日終わる気がする		
香辛料読み直さないとだし		Ｘ	
蓮根のはさみ揚げにした	蓮根のはさみ揚げって食べてみたい		
黒糖がきいて美味しいっす	黒糖はコクがあっておいしいですお		
00lineのマリネです		Ｘ	
今日はイワシのつみれ鍋を作る	イワシのつみれ鍋ですか。あったまりますね。		
たぶんだけどオーブンとレンジのボタン間違えた	それけっこうやばくない？？		
たまには焼酎も飲んでみたいっス	焼酎！大人になりたいのね		
漫画で知ったりんごとメープルかけるおつまみワインに合うっす	ワインに合いそう。今度作り方教えて		
ケーキとシュークリームとクッキーを見比べ	シュークリームかケーキですね		
冬瓜のこしょうスープです	冬瓜ってどんな味するかわかりません		
兄さんが烏龍茶を点眼され続けて殺される		Ｘ	
たまねぎなかったら1合食べてたかもしれない	玉ねぎに助けられたわけだ		
海苔の香りにうっとり	いい海苔は香りもいいね		
ヒラメの5枚おろしです	５枚におろしたの！		
ｗｗｗｗｗｗめっちゃ面白いさっきからジュース吹き出してる		Ｘ	
お気に入りのカフェオレ消えてた	あら、ショックですよね		
朝に冷たい烏龍茶飲むとまじでお腹壊す	お腹弱すぎない？？		
豚汁はかつやの方が好きです	かつやの豚汁飲んでみよー		
豆乳のマンゴー美味しすぎる	豆乳のマンゴーまじか！		
人をダメにするピーナッツです	ピーナッツは手を伸ばすと止まらないよね		
残るは強敵のウイスキーだけだ	ウイスキーいっちゃってください		
煮付けにすると美味しいのです		Ｘ	
昨日初めてユッケ食べたらすごく美味しかった	ユッケは私もわからないので		
アイスが勉強してるとこ見るのが好きっす		Ｘ	
コチュジャンの旨辛えのきとか作ってほしい	美味しそうだけどえのきは無理だなー		
かつおと言うところだった		Ｘ	
最近なぜか牛乳がやたらと美味しく感じる	なぜでしょう。カルシウムぶそくですかね		
伊勢の赤福のぜんざいがまた	赤福おいしいですよね		
生肉の食いすぎはいかん	生肉食ったりするんですか？		
イモとチーズが好きでよくつくる	芋チーズは間違いないですね		
卵の黄身が本当に良い色してる	そういうときすごい幸せな気持ちになります		
ノンアルコールなのが辛い	ノンアルコールって意味あるのかね		
お鍋のおもちお持ちしました	おもち待ってました		
小松菜と椎茸と油揚げのお浸し	和食食べたくなってきた—		
自分もジャコが好きでベースとピアノ練習してます		Ｘ	
こんなに寒いのにアイス食べながら嬉しそうに歩いてる人いる	でもアイスはいつ食べてもおいしいですよ		
まりーちゃんの着せ替えめっちゃチェリーじゃん		Ｘ	
今日は空きコマに研究室の同期とカルビ食べてきた	空きコマにカルビとか臭くなりそう		
種と果実を分けます	その作業はめんどくさくないですか		
邪道ですがチョコとクリームです	チョコとクリームよりホイップクリームはです		
抹茶とあんこ大好きです	クリームとあんこが大好きです		
ドレッシング喘いでます		Ｘ	
今日の水炊きも最高に美味しい	水炊きはいつも食べてるんですね		
今日の夕餉はカルボナーラです	チーズ食べたかったから最高！		
橋をもらい忘れて手で揚げ物を食べる	から揚げは手で食べたほうが美味しいよ		
タピオカ切れてなくてよかった	タピオカドリンクですね		
牛乳じゃなくてほうじ茶とかかけたらええやん	牛乳とほうじ茶結構ちがうけどねＷ		
パセリ安いの最終日な気がする	パセリは待ちましょう		
美しい貝の様な	美しい貝でも私は食べられません		
ズワイガニの豆乳クリームパスタをまた食べてる	高級そうなもの食べてますね		
希少糖のパウンドケーキうまうま	希少糖のパウンドケーキですかおいしそう		
みかんは今まで数回しか剥いた事がない	え！剥いてもらうんですか		
今日はワラサとヤリイカの刺し身とかちょっと贅沢し過ぎとちゃう	刺身は贅沢ですけど私生もの食べられません		
思考停止で千切りして冷凍庫へさようならする	なにがあったの？Ｗ		
なんか今日握力弱くてリキュールの蓋が開かん	蓋があかないほどに？		
みりんほど腹出てないから出来ない		Ｘ	
白菜高くて買えない	今白菜高いんですね		
寒天受け地雷です		Ｘ	
実況者のハヤシのブログ見てきた		Ｘ	
生肉そのまましゃぶしゃぶせんと食うとこやった	食中毒になってまえー		
しゃもすけ無料です		Ｘ	
アップルパイって自宅で作れるんだ	アップルパイ家でつくろうねんて		
生ハムと焼きうどんは表現者だ		Ｘ	
静かに酒を飲み	静かにお酒を飲むってなんかいいよね		
い炭火で焼肉なんてどうでしょう		Ｘ	
しらすになった夢を見た	しらすになりたいの？Ｗ		
ぬれ煎餅を食べたい	濡れ煎餅久々に食べたいわ！		
この銀杏が散ったら冬が来るのでしょう	銀杏が散ったらもう臭くない		
ほうれん草から進まん		Ｘ	
今日は贅沢にホタテで出汁取ろう	贅沢だねー給料日もうきたの		
2017年2/18に期限が切れる冷やし中華を発見した	もう冬なのに冷やし中華ですか		
ケチャップの語源が中国語ということを知った	ケチャップって中国なの！		
ねぇ豚まん食べた	豚まんなんて食べてないですよ＾＾		
海老と海老の間にそっとインゲンを忍ばせるのやめて欲しい	君がインゲン嫌いなんですか		
サラダ買ったのにドレッシング買い忘れた	いえにドレッシングない事件ですか		
単発でテキーラ当たった		Ｘ	
塩漬けにしといていてよかった		Ｘ	
練乳がわかりやすい場所に出てくる	練乳丸呑みするのが夢です		
七味を買って帰った	七味程よい辛さでいいですよね		
菊と茸の酢の物も作りたいと思っている	ぜったいそれ食べられません		
ご飯を抜くのではなく	ご飯は抜かずどうするんですか		
肉ともやしとレタス炒めた物美味しいわぁ	なんだかんだそういうものって絶対おいしいよね		
今まで塩辛食べたこと無い	わたしも！食わず嫌いなんだけど(笑)		
お鍋買わなきゃ冬を越せない	家にあるから食べに来なー		
朝ごはんにしらす食べたくなった	わたしはしらすマヨやりたい		
生肉と知ってて食べたのが後からきそう		Ｘ	
ウイスキーより仕事のほうが役に立つ		Ｘ	
バターに蜂蜜というカロリー摂取により太るという副作用があります		Ｘ	
やっぱりサワーが無難	なんだかんだサワーよね		
納豆巻き食べて元気もりもりになってください	はい！食いまくります		
ケチャップが普通だと思ってる		Ｘ	
ちゃんとカロリー摂取したのにちゃんとごはん食べなさい		Ｘ	
大蒜を廃したペペロンチーノだからただの塩パスタになった	塩焼きそばてきなね		
マフィンと言うのでお好きにどうぞ	先いいんですか		
アル中の人に酒を送るのは優しさではない	むしろいじめであるな		
今日はブラウニー作ってドラマひたすら見てた	なんて太りそうな一日を送っていますか		
チェリーまだ実践は無理だ		Ｘ	
しゃもチョーカー買おう		Ｘ	
