発話文	応答文	xの場合x	(理由？なくても)
こういうライチならいくらでも描きたいしいくらでもえっちなことしたい		x	
ほかの料理も覚えよ		x	
ナポリ寝すぎやろ		x	
キャベツの千切りしてたら指の肉そぎ落としました		x	
受精した精子と卵子に聞いてください		x	
昼食ったらイカできる人おる		x	
ウイスキーを牛乳で割るとうまいらしい	それに甘いもの入れたらもっと美味しそう		
今朝食ったミネストローネが美味かった	ミネストローネ食べたいな		
焼きとうもろこしをストレスフリーに食べられます	とうもろこしって結構食べづらいよね		
お鍋でお腹は温まったので心のほうも温めてほしい		x	
山椒で口がきもい		x	
チョコの方食べたい		x	
テレビでbacknumberのアップルパイ流れてる		x	
甘いのはケーキで食べたい		x	
歯に青のりついとらん		x	
コーヒーにウイスキー混ぜてウマい	それすごい苦そう		
今月多くて嬉しブロッコリーでございます		x	
明日はエスカルゴの実習だ		x	
なんか日ハムのハムが送られてきてた	厚切りのハムが食べたい		
クレープを薄く焼くの慣れてきた	すぐ破れちゃって難しくない？		
コラーゲンの生成を促して肌つやをよくし		x	
あきたこまちに土下座しろ		x	
ペンをアップルに刺して帰っていく		x	
喉が乾いたら麦茶を飲もう	麦茶はいいよね		
料理を味わうのではなく		x	
育ちがいいからフライドポテトをフォークで食べてる	手が汚れなくていいね		
春巻きの皮にクリームチーズを巻いて揚げる	それめっちゃ美味しそう		
キウイが一番好きっっっ	果物の中だったら私はミカンが好きだな		
ゴボウなどの根菜を食べるといい	根菜は大事らしいね！		
最後に白米を茶碗に入れ		x	
白味噌の豚汁って想像つかん	白味噌でも美味しいけどなあ		
今日は家帰ったら栗のタルトあるから頑張る	タルトあれば頑張れるね！		
もうナポリに帰れよ		x	
明日の朝のトーストで真価が問われる		x	
今日は燻製しよう	何の燻製を作るの？		
ばかうけの焦がしキャラメル食べたいのにない	そんな味があったのね		
鶏肉の下処理6枚処理して疲れた	そんなにたくさんの鶏肉何に使うの		
蒲焼のタレなら許す		x	
デカいキウイかと思ったら赤ちゃんの頭wwwくっそわろた		x	
熟しきった柿磨いて遊んでたら破れちゃった	食べ物で遊んじゃいけません！		
たまには1限ヘタレちゃおう		x	
胡椒がかかってるせいかポン酢はあまり合わない		x	
学校に行く前に味噌汁とご飯を作ったから食べろ	ありがとう、味噌汁大好き		
果物の皮をむいているようです		x	
いつも買うのより2倍くらいするコンソメを使ったらめっちゃ美味かった	高いものってやっぱり美味しいんだねえ		
収穫はせんべいどす		x	
いまかんだらキャベツのかけら出てきた		x	
しょうがないからrokudouhibariが6時をお知らせしてみます		x	
温かいお蕎麦に七味たっぷり入れて食べたい	七味かけすぎると味わかんなくなるよ		
あるところにたくさんのほうれん草がありました		x	
豚汁うますぎて6杯も飲んでしまって腹一杯だ	6杯は飲みすぎです		
カフェオレとブレンドだけかと思ってた		x	
ヒト型セラミドの化粧水やクリームを教えてください		x	
リゾット熱くて食べてられない	でも熱いうちの方が美味しいから食べなよ		
とりあえず３時のお茶で一息つく	チョコレート食べたら疲れも取れるよ		
どんな子供でも必ず良く食べるのがピッツァらしい	ピザは子供の味覚にもぴったりだしね		
なんで家酒もみりんもないんだ		x	
覚悟しながらドーナツとカレードリア食べた	ちょっと食べすぎだね		
ゲストとごまめの今日はお家に帰ろう		x	
Q.この世に一つしかないムニエルってなーんだ		x	
カワハギはゼラチン質が豊富で		x	
最後にほうじ茶で締めてほっこりでした	締めにほうじ茶は落ち着くから良いね		
やっぱりウイスキーを炭酸じゃないもので割るべきなきがする	ウイスキーはロックでしょ		
おうちの外でお母さんが干し柿してた	干し柿ってあんまり食べないんだよね		
パンケーキ食べてJKしよ	パンケーキ本当によく流行ってるなあ		
ぬるいぜんざいに氷をぶちこむ	ぜんざいってあったかいものじゃないの？		
今日はスイートポテトとモンブラン食べちゃう	秋って感じだね！		
天丼食べただけでちょっと気分悪くなるくらいには揚げ物辛い	天ぷらってそんな脂っこくないけどなあ		
洋食ってのはナイフとフォークで食べるものではなく		x	
やっぱ今回のシロップのツアーはすごい		x	
水炊きをいただきました	水炊きってあっさりしてるけど美味しいよね		
おてんてんもあいたんにカルビ作ってもらったら		x	
クッキー食べて落ち着くきゅうりなんかキュンときた		x	
昨日は風呂入ってかき氷と蕎麦食べた	その組み合わせすごい変だと思う		
大豆とじゃこの甘辛揚げ		x	
勉強に疲れたので引き出物のアップルパイ食べよ	アップルパイ私も食べたいな		
ベーカリーひしぬまがいい感じにじわじわくる		x	
椎茸にチーズ乗っけてみました	それは絶対に美味しい		
人見知りな上にチキンなくせにこういうことはしょっちゅう思う		x	
ジャコの映画新潟でやれよ		x	
ラー油がもう無い	ラー油なくてもそんな困ることないよ		
夜中にビスケット食べてしまった	ビスケットくらいだったら大丈夫！		
博多でもつ鍋と水炊きを一度に食べるWな幸せ	それは贅沢過ぎるね		
広島の生牡蠣食べ行きたい	お腹壊さないようにね		
弟が遂にキンメの煮付けまで作るようになった	弟料理上手なんだね		
ベーグルいつも行かないパン屋にあった	いつものパン屋には売ってなかったの？		
卵も黄身は食べたがりません		x	
いま朝ご飯とマドレーヌ作ってたら若干火事になった	え、気をつけてください		
あとモモ肉のからあげと塩のやきとりが食べたい	塩の焼き鳥とはわかってらっしゃる		
プリンか茶碗蒸しかハッキリしないヴィジュアルも嫌		x	
先日お食い初めをしましたが鯛を焦がしました	鯛は高いんだから気をつけないと		
ズワイガニもらったから晩ご飯にする	かにめしとかにしたら良さそうだね		
とろろだけ無限に食う事ができたりする	口痒くなっちゃうよ		
チョコレートと唐辛子使った菓子があった	そんなお菓子食べたい人いるの！？		
目玉焼きたべたひ	私はスクランブルエッグの方が好きかなあ		
冬ってバニラとかチョコ系のアイスが食べたくならん	あったかいところで食べるアイスって贅沢でいいよね		
カニカマって魚肉から出来てるんだ	そうだよ、カニのかまぼこじゃないよ		
タガノの二頭特にエスプレッソのほうは次買いたい		x	
ふつーに腹減ってグラタン買った	グラタンって冷凍でもすごく美味しいよね		
茶碗蒸しの皿なかった		x	
蜂蜜とお醤油と粉とかですかっ		x	
野菜とかウインナーとかも茹でたかった		x	
鰹節ふっかーつっ		x	
明日のシロップがとても楽しみでもありとても不安でもある		x	
さつまいもの煮物作った	サツマイモの煮物って甘そうだね		
芋のこと考えてたら		x	
凄まじい量のシュークリームもらった	シュークリームばっかり食べてたら胃もたれしそう		
牛肉の酢豚って牛肉と豚肉が入ってるのかしらん	牛肉の酢豚なんてあるのかな		
朝鶏ひき肉味噌ごま油に長ネギを油揚げに入れて焼く		x	
紅茶と一緒に召し上がれ		x	
万願寺トウガラシを輪切りにしてごま油で炒め		x	
明日はペペロンチーノ試してみるけど厳しい戦いになりそうだ		x	
スーパーの鮮魚コーナーで惣菜見てたら		x	
帝国ホテルで働いてたただの有能なシェフじゃん		x	
久々のきのこ使ったけどあからさまに火力不足だ		x	
卵と細かく刻んだおじやが旨かった	おじやはたまに食べたくなるよねー		
ウイスキーとお湯とウィルキンソンのジンジャーエールはある	ウイスキージンジャーエールで割ろうか		
チョコレートとクランベリーのが無かったからチャイにしてみた	チャイも美味しいけどなあ		
松茸食べたひ	松茸は香りはいいけど味ないよね		
マカロニの代わりにきしめんが入っているという	代わりになってないよ		
うちは正月関係なく雑煮が出てくる	お雑煮はたまに食べたくなるからいいなあ		
薄皮ぶち抜いてるんだけど痛い		x	
干した果物とかナッツとか好きでしょ	ドライフルーツは好きだよ		
酒とピスタチオは美味い	ピスタチオってどんな味するの？		
煮付けに出来ない		x	
本当になめこはダイスをひとつ振るだけで波乱が生まれる		x	
今日食べたホタテが美味しすぎて忘れられん	また食べればいいんだよ！		
トラックいっぱいのキャベツと大根と白菜とネギを頂いた	そんなにあっても食べきれないね		
さんでホール買いするレアチーズが忘れられないのです		x	
きょう学んだこと:コーラを麦茶で割ってもおいしくない	それは美味しくないだろうね		
ばあちゃんの桜餅食べたくなった	桜餅なんて子供の日くらいしか食べないよね		
スルメとゴボウで煮炊きました	するめからいい出汁が出そうだね		
ジャスミンの香水の香りに出会ってから嫌いじゃなくなった		x	
緑茶でお願いします		x	
アセロラの古代云々は回収されるんです		x	
大根の葉が無性に食べたい	普通に売ってる大根の葉っぱってあんまり食べられないからなあ		
